PVSYST 8.0.21
,File,File date,Description
Project,gwn1kWp.PRJ,08/04/26 18h13,gen1kWp,
Geographical Site,Curacaví_MN82.SIT,08/04/26 18h13,Curacaví;Chile;South_America;,
10/11/90 16:00,593.8,59.501,534.3,29.65,1.1999
10/11/90 17:00,362.7,52.098,310.61,28.46,0.9
10/11/90 18:00,133.9,35.902,97.998,26.71,0.9
10/11/90 19:00,0.6976,0.6976,0,24.79,1.2999
10/11/90 20:00,0,0,0,23.07,1.4
10/11/90 21:00,0,0,0,21.36,1.6001
10/11/90 22:00,0,0,0,19.64,1.9
10/11/90 23:00,0,0,0,18.11,3.1999
11/11/90 00:00,0,0,0,17.01,3.0001
11/11/90 01:00,0,0,0,15.84,2.8
11/11/90 02:00,0,0,0,15.21,3.6999
11/11/90 03:00,0,0,0,14.59,4.0999
11/11/90 04:00,0,0,0,14.14,3.4
11/11/90 05:00,0.8943,0.8943,0,14.09,3.4
11/11/90 06:00,120,45.597,74.404,15.43,4.4001
11/11/90 07:00,331.99,68.302,263.69,17.5,7.2
11/11/90 08:00,561.19,90.103,471.09,19.81,9.7001
11/11/90 09:00,775.1,117.6,657.5,22.4,10.2
11/11/90 10:00,942.3,146,796.3,24.82,10.2
11/11/90 11:00,1066.3,110.4,955.9,26.98,11.4
11/11/90 12:00,1084.8,121,963.8,28.63,10.6
11/11/90 13:00,1106,115.6,990.4,29.96,13.3
11/11/90 14:00,1000,109.2,890.81,30.74,12.5
11/11/90 15:00,831.69,90.402,741.29,30.97,7.6
11/11/90 16:00,613.8,68.898,544.9,30.53,6.8999
11/11/90 17:00,367.8,53.299,314.5,29.33,6.6
11/11/90 18:00,133.09,34.7,98.394,27.55,3.9001
11/11/90 19:00,1.0911,1.0911,0,25.62,2.5001
11/11/90 20:00,0,0,0,23.69,2.4
11/11/90 21:00,0,0,0,21.76,1.4
11/11/90 22:00,0,0,0,19.83,0.6001
11/11/90 23:00,0,0,0,18.09,1.1999
12/11/90 00:00,0,0,0,16.73,1
12/11/90 01:00,0,0,0,15.25,1.6001
12/11/90 02:00,0,0,0,14.45,2.6999
12/11/90 03:00,0,0,0,13.65,1.9
12/11/90 04:00,0,0,0,13.08,1.2999
12/11/90 05:00,1.1984,1.1984,0,12.99,0.7999
12/11/90 06:00,122.7,45.401,77.301,14.23,1.1001
12/11/90 07:00,318.51,89.098,229.41,16.01,1.6999
12/11/90 08:00,530.39,126.1,404.29,18.02,1.7999
12/11/90 09:00,694.39,204.6,489.8,19.86,3.1999
12/11/90 10:00,819.9,266.9,553,21.68,5.3
12/11/90 11:00,883.49,332.9,550.59,23.16,4.8
12/11/90 12:00,886.69,365,521.7,24.25,4.4001
12/11/90 13:00,831.69,329.9,501.8,24.93,5.6
12/11/90 14:00,750.5,313.3,437.2,25.25,5.9999
12/11/90 15:00,633.99,265.5,368.49,25.23,4.5999
12/11/90 16:00,467.4,205.7,261.7,24.69,6.6
12/11/90 17:00,283.31,120.2,163.1,23.64,7.6
12/11/90 18:00,99.396,59.399,39.997,22.19,8
12/11/90 19:00,0.5008,0.5008,0,20.64,6.6
12/11/90 20:00,0,0,0,19.21,8.3999
12/11/90 21:00,0,0,0,17.79,8.3999
12/11/90 22:00,0,0,0,16.37,5.9999
12/11/90 23:00,0,0,0,14.95,6.8999
13/11/90 00:00,0,0,0,14.18,4.5999
13/11/90 01:00,0,0,0,13.36,4.0999
13/11/90 02:00,0,0,0,12.92,4.8
13/11/90 03:00,0,0,0,12.48,4.0999
13/11/90 04:00,0,0,0,12.17,1.7999
13/11/90 05:00,1.5919,1.5919,0,12.15,1.6001
13/11/90 06:00,125.3,48.596,76.7,13.58,1.7999
13/11/90 07:00,314.8,91.799,223.01,15.53,0.9
13/11/90 08:00,496.5,180.6,315.9,17.57,1
13/11/90 09:00,666.6,245.3,421.3,19.51,1.7999
13/11/90 10:00,777.8,301.7,476.1,21.43,2.6999
13/11/90 11:00,845.3,328.1,517.2,23.03,3.4
13/11/90 12:00,872.9,347.7,525.2,24.3,3.9001
13/11/90 13:00,834.11,330.7,503.41,25.16,5.3
13/11/90 14:00,768,302.4,465.59,25.67,7.2
13/11/90 15:00,624.21,284,340.21,25.74,9.2999
13/11/90 16:00,456.5,204,252.5,25.25,6.6
13/11/90 17:00,296.29,108.6,187.69,24.28,5.9999
13/11/90 18:00,111.79,50.897,60.895,22.86,6.3001
13/11/90 19:00,0.6081,0.5967,0.0115,21.3,4.8
13/11/90 20:00,0,0,0,19.44,5.0999
13/11/90 21:00,0,0,0,17.79,3.4
13/11/90 22:00,0,0,0,16.07,3.0001
13/11/90 23:00,0,0,0,14.35,3.4
14/11/90 00:00,0,0,0,12.93,3.0001
14/11/90 01:00,0,0,0,11.51,6.3001
14/11/90 02:00,0,0,0,10.58,5.9999
14/11/90 03:00,0,0,0,9.6397,5.3
14/11/90 04:00,0,0,0,8.9702,3.6999
14/11/90 05:00,1.3057,1.3032,0.0025,8.8702,2.1001
14/11/90 06:00,157.1,42.3,114.8,10.76,2.4
14/11/90 07:00,400.61,65.703,334.9,13.08,1.6999
14/11/90 08:00,644.4,80.203,564.2,15.6,0.7001
14/11/90 09:00,858.9,100.6,758.3,18.06,0.9
14/11/90 10:00,1022,116.1,905.91,20.28,2.1001
14/11/90 11:00,1125.7,121.8,1003.9,22.33,1.6001
14/11/90 12:00,1156.7,124.2,1032.5,23.93,1.4
14/11/90 13:00,1119.9,119.6,1000.3,25.05,1.1999
14/11/90 14:00,1013.9,113.4,900.51,25.65,1
14/11/90 15:00,843.5,93.196,750.3,25.73,2.1001
14/11/90 16:00,629.11,73.601,555.51,25.14,2.3
14/11/90 17:00,384.1,58.198,325.9,23.83,1.6001
14/11/90 18:00,145.79,37.699,108.09,21.95,1.4
14/11/90 19:00,0.6976,0.6976,0,19.91,0.5
14/11/90 20:00,0,0,0,18.2,0.4
14/11/90 21:00,0,0,0,16.46,0.5
14/11/90 22:00,0,0,0,14.72,0.4
14/11/90 23:00,0,0,0,12.98,0.2001
15/11/90 00:00,0,0,0,11.92,0.2999
15/11/90 01:00,0,0,0,10.8,0.2999
15/11/90 02:00,0,0,0,10.09,0.5
15/11/90 03:00,0,0,0,9.3699,1
15/11/90 04:00,0,0,0,8.86,0.6001
15/11/90 05:00,1.3952,1.3952,0,8.7898,0.4
15/11/90 06:00,152.7,37.903,114.79,10.71,1.1999
15/11/90 07:00,390,55.599,334.4,13.06,1.4
15/11/90 08:00,628.89,67.799,561.09,15.63,2.3
15/11/90 09:00,836.9,85.503,751.39,18.13,2.4
15/11/90 10:00,1000.6,103.8,896.79,20.41,2.5001
15/11/90 11:00,1097.8,109.8,987.99,22.49,2.3
15/11/90 12:00,1129.8,115.2,1014.6,24.14,2.1001
15/11/90 13:00,1094.8,109.6,985.21,25.29,1.2999
15/11/90 14:00,989.4,101.2,888.2,25.92,1
15/11/90 15:00,824.31,81.797,742.51,26.02,1.9
15/11/90 16:00,615.91,63.497,552.41,25.46,3.0001
15/11/90 17:00,378,51.901,326.1,24.17,2.6999
15/11/90 18:00,146.21,36.396,109.81,22.32,4.8
15/11/90 19:00,0.8943,0.8943,0,20.27,4.0999
15/11/90 20:00,0,0,0,18.82,3.9001
15/11/90 21:00,0,0,0,17.37,3.6999
15/11/90 22:00,0,0,0,15.91,2.5001
15/11/90 23:00,0,0,0,14.45,2.4
16/11/90 00:00,0,0,0,13.55,2.3
16/11/90 01:00,0,0,0,12.55,3.0001
16/11/90 02:00,0,0,0,12.01,5.9999
16/11/90 03:00,0,0,0,11.46,4.5999
16/11/90 04:00,0,0,0,11.15,3.0001
16/11/90 05:00,1.5025,1.4995,0.003,11.08,2.6999
16/11/90 06:00,135.71,43.203,92.503,12.52,2.1001
16/11/90 07:00,339.79,71.199,268.59,14.6,3.4
16/11/90 08:00,542.3,114,428.3,16.81,2.4
16/11/90 09:00,716.9,183.7,533.2,18.94,1.6999
16/11/90 10:00,862.6,237.7,624.9,20.95,1.6999
16/11/90 11:00,950.41,284.4,666,22.77,1.9
16/11/90 12:00,969.1,327.1,642,24.16,3.4
16/11/90 13:00,950.41,281.2,669.21,25.17,3.6999
16/11/90 14:00,863.8,229.7,634.1,25.74,3.6999
16/11/90 15:00,728.09,159.3,568.79,25.86,3.6999
16/11/90 16:00,548.3,100.1,448.2,25.41,3.6999
16/11/90 17:00,342.8,62.798,280,24.32,2.6999
16/11/90 18:00,137.49,48,89.495,22.72,2.5001
16/11/90 19:00,1.5025,1.4995,0.003,20.92,1.6001
16/11/90 20:00,0,0,0,19.8,0.6001
16/11/90 21:00,0,0,0,18.81,0.4
16/11/90 22:00,0,0,0,17.78,0.2999
16/11/90 23:00,0,0,0,16.75,0.4
17/11/90 00:00,0,0,0,16.25,0.6001
17/11/90 01:00,0,0,0,15.76,0.5
17/11/90 02:00,0,0,0,15.51,0.5
17/11/90 03:00,0,0,0,15.26,0.2999
17/11/90 04:00,0,0,0,15.09,0.4
17/11/90 05:00,1.1984,1.1984,0,15.11,0.9
17/11/90 06:00,89.397,69.997,19.4,15.96,0.7001
17/11/90 07:00,162.89,154,8.8929,16.71,1
17/11/90 08:00,283.31,255.7,27.607,17.67,0.7001
17/11/90 09:00,538.91,350,188.9,19.23,1.1001
17/11/90 10:00,388.6,366.5,22.107,19.73,0.9
17/11/90 11:00,419.8,393.6,26.201,20.26,1.4
17/11/90 12:00,556.79,466.5,90.292,21,1.9
17/11/90 13:00,314.11,307.3,6.8045,21.02,4.0999
17/11/90 14:00,290.6,280.7,9.9077,20.97,4.5999
17/11/90 15:00,73.908,73.899,0.0083,20.22,3.6999
17/11/90 16:00,50.494,50.494,0,19.53,4.4001
17/11/90 17:00,31.194,31.194,0,19.01,5.3
17/11/90 18:00,12.306,12.302,0.0038,18.46,7.2
17/11/90 19:00,0.8049,0.8008,0.0041,17.96,6.6
17/11/90 20:00,0,0,0,17.03,7.2
17/11/90 21:00,0,0,0,16.09,8
17/11/90 22:00,0,0,0,15.16,8.8999
17/11/90 23:00,0,0,0,14.23,8.8999
18/11/90 00:00,0,0,0,13.3,8.8999
18/11/90 01:00,0,0,0,12.28,8.6
18/11/90 02:00,0,0,0,11.71,10.6
18/11/90 03:00,0,0,0,11.24,15.8
18/11/90 04:00,0,0,0,10.78,10.6
18/11/90 05:00,1.6992,1.6992,0,10.72,9.7001
18/11/90 06:00,129.39,49.397,79.995,12.11,7.2
18/11/90 07:00,329.29,90.504,238.79,14.11,6.6
18/11/90 08:00,535.7,126.9,408.8,16.3,5.6
18/11/90 09:00,717.09,188.6,528.49,18.44,4.5999
18/11/90 10:00,862.9,243.2,619.7,20.41,3.9001
18/11/90 11:00,948.6,295.1,653.5,22.22,5.0999
18/11/90 12:00,986.11,301.3,684.81,23.67,5.3
18/11/90 13:00,951.1,289.2,661.9,24.68,5.0999
18/11/90 14:00,855.5,254.8,600.7,25.21,5.0999
18/11/90 15:00,718.4,184.5,533.9,25.31,6.3001
18/11/90 16:00,536.8,123.4,413.4,24.83,5.0999
18/11/90 17:00,334.89,80.698,254.19,23.72,4.4001
18/11/90 18:00,131.81,46.602,85.204,22.12,5.6
18/11/90 19:00,1.6992,1.6992,0,20.34,3.4
18/11/90 20:00,0,0,0,19.41,2.6999
18/11/90 21:00,0,0,0,18.48,2.1001
18/11/90 22:00,0,0,0,17.55,2.4
18/11/90 23:00,0,0,0,16.62,2.8
19/11/90 00:00,0,0,0,16.24,4.0999
19/11/90 01:00,0,0,0,15.81,4.4001
19/11/90 02:00,0,0,0,15.57,5.6
19/11/90 03:00,0,0,0,15.34,5.0999
19/11/90 04:00,0,0,0,15.16,3.9001
19/11/90 05:00,2.0033,2.0019,0.0014,15.17,4.4001
19/11/90 06:00,116.5,62.696,53.799,16.57,2.8
19/11/90 07:00,293.2,134.3,158.89,18.51,2.5001
19/11/90 08:00,475.89,213.9,261.99,20.63,2.8
19/11/90 09:00,654.01,268,386,22.95,4.4001
19/11/90 10:00,778.3,310.5,467.8,25.04,3.4
19/11/90 11:00,844.11,337.1,507.01,26.78,3.1999
19/11/90 12:00,885.19,353.4,531.79,28.22,3.9001
19/11/90 13:00,872.49,328,544.49,29.28,5.0999
19/11/90 14:00,800.1,298.9,501.2,29.93,6.8999
19/11/90 15:00,672.61,251.2,421.41,30.13,9.2999
19/11/90 16:00,501.2,179.7,321.5,29.77,14.1
19/11/90 17:00,320.21,98.504,221.7,28.8,11.4
19/11/90 18:00,133.4,51.297,82.102,27.35,10.2
19/11/90 19:00,1.8065,1.7978,0.0087,25.67,8.3999
19/11/90 20:00,0,0,0,24.63,9.2999
19/11/90 21:00,0,0,0,23.58,8.8999
19/11/90 22:00,0,0,0,22.54,7.6
19/11/90 23:00,0,0,0,21.49,5.6
20/11/90 00:00,0,0,0,20.73,5.6
20/11/90 01:00,0,0,0,19.91,5.3
20/11/90 02:00,0,0,0,19.48,6.6
20/11/90 03:00,0,0,0,19.15,5.3
20/11/90 04:00,0,0,0,18.86,4.4001
20/11/90 05:00,0.8943,0.8943,0,18.83,4.8
20/11/90 06:00,94.692,69.401,25.291,19.59,5.6
20/11/90 07:00,355.8,108.3,247.5,21.61,6.6
20/11/90 08:00,554.59,162.1,392.49,23.6,6.3001
20/11/90 09:00,479.09,361.5,117.6,24.46,8.3999
20/11/90 10:00,259.39,248.8,10.593,24.2,8
20/11/90 11:00,180.21,177.7,2.5057,23.6,8.8999
20/11/90 12:00,298.71,292.2,6.509,23.65,6.6
20/11/90 13:00,444.2,400.1,44.098,24.23,4.5999
20/11/90 14:00,301.91,291.2,10.708,24.2,4.0999
20/11/90 15:00,135.99,135.99,0,23.64,3.6999
20/11/90 16:00,48.598,48.596,0.0017,22.92,2.5001
20/11/90 17:00,29.692,29.692,0,22.25,2.1001
20/11/90 18:00,25.9,25.9,0.0002,21.67,2.5001
20/11/90 19:00,1.0017,0.997,0.0046,21.09,2.5001
20/11/90 20:00,0,0,0,20.12,1.7999
20/11/90 21:00,0,0,0,19.25,1.2999
20/11/90 22:00,0,0,0,18.35,1.6001
20/11/90 23:00,0,0,0,17.46,1.2999
21/11/90 00:00,0,0,0,16.83,2.6999
21/11/90 01:00,0,0,0,16.19,2.5001
21/11/90 02:00,0,0,0,15.85,3.0001
21/11/90 03:00,0,0,0,15.52,3.0001
21/11/90 04:00,0,0,0,15.28,2.4
21/11/90 05:00,2.5041,2.4965,0.0076,15.32,3.6999
21/11/90 06:00,115.49,71.097,44.397,16.71,3.4
21/11/90 07:00,194.3,164.2,30.104,17.81,3.1999
21/11/90 08:00,168.99,168.5,0.4918,18.19,1.6001
21/11/90 09:00,427.2,353.5,73.708,19.64,1.1001
21/11/90 10:00,230.31,221.7,8.6104,19.83,1.1001
21/11/90 11:00,418.21,392.6,25.606,20.69,1
21/11/90 12:00,447.4,418,29.4,21.42,1.2999
21/11/90 13:00,557.1,444.3,112.8,22.31,1
21/11/90 14:00,809.41,357.1,452.31,23.7,0.6001
21/11/90 15:00,779.5,157.8,621.7,24.76,2.1001
21/11/90 16:00,617.3,150.1,467.2,25.27,2.1001
21/11/90 17:00,331.71,121.2,210.51,25.02,2.3
21/11/90 18:00,124.4,56,68.402,24.11,2.4
21/11/90 19:00,4.2928,4.2928,0,22.96,2.3
21/11/90 20:00,0,0,0,21.79,2.3
21/11/90 21:00,0,0,0,20.61,1.9
21/11/90 22:00,0,0,0,19.44,1.6001
21/11/90 23:00,0,0,0,18.42,1.6001
22/11/90 00:00,0,0,0,17.46,1.1999
22/11/90 01:00,0,0,0,16.43,1.6999
22/11/90 02:00,0,0,0,15.88,2.3
22/11/90 03:00,0,0,0,15.33,1.4
22/11/90 04:00,0,0,0,14.93,0.7999
22/11/90 05:00,1.6992,1.6992,0,14.9,0.7001
22/11/90 06:00,93.708,72.996,20.712,15.9,0.7999
22/11/90 07:00,297.01,145.7,151.31,17.76,0.9
22/11/90 08:00,438.9,246.1,192.8,19.41,1.1001
22/11/90 09:00,552.61,371.6,181.01,21.07,1
22/11/90 10:00,635.1,433.3,201.8,22.5,1.6999
22/11/90 11:00,752.7,456.4,296.31,23.92,2.1001
22/11/90 12:00,829.21,428,401.21,25.2,2.4
22/11/90 13:00,815.7,392.5,423.2,26.15,3.1999
22/11/90 14:00,785.9,336.3,449.6,26.81,3.1999
22/11/90 15:00,687.29,252.2,435.1,27.12,3.9001
22/11/90 16:00,478.31,236.4,241.9,26.83,4.5999
22/11/90 17:00,248.19,176.8,71.396,25.82,4.4001
22/11/90 18:00,115.99,68.498,47.497,24.54,3.1999
22/11/90 19:00,1.896,1.896,0,23.09,3.6999
22/11/90 20:00,0,0,0,21.81,3.9001
22/11/90 21:00,0,0,0,20.54,3.1999
22/11/90 22:00,0,0,0,19.35,3.1999
22/11/90 23:00,0,0,0,18.17,3.1999
23/11/90 00:00,0,0,0,17.41,4.4001
23/11/90 01:00,0,0,0,16.6,3.4
23/11/90 02:00,0,0,0,16.18,4.8
23/11/90 03:00,0,0,0,15.75,3.9001
23/11/90 04:00,0,0,0,15.45,2.8
23/11/90 05:00,1.5919,1.5919,0,15.44,3.9001
23/11/90 06:00,94.495,76.702,17.793,16.51,3.4
23/11/90 07:00,252.2,189.8,62.401,18.09,4.4001
23/11/90 08:00,428.6,246,182.6,19.88,4.4001
23/11/90 09:00,586.5,335.1,251.4,21.86,5.3
23/11/90 10:00,672.39,427.2,245.19,23.53,5.9999
23/11/90 11:00,714.89,514.5,200.39,24.87,5.0999
23/11/90 12:00,767.5,476.5,290.99,26.03,4.0999
23/11/90 13:00,765.71,447.7,318.01,26.92,5.0999
23/11/90 14:00,665.01,428.2,236.81,27.36,4.5999
23/11/90 15:00,537.49,382.2,155.29,27.41,4.4001
23/11/90 16:00,470.2,245,225.2,27.25,4.0999
23/11/90 17:00,251,189.8,61.203,26.38,6.3001
23/11/90 18:00,98.108,79.999,18.109,25.14,4.8
23/11/90 19:00,1.1984,1.1984,0,23.77,3.4
23/11/90 20:00,0,0,0,21.81,6.3001
23/11/90 21:00,0,0,0,19.85,7.2
23/11/90 22:00,0,0,0,18.08,6.8999
23/11/90 23:00,0,0,0,16.26,4.8
24/11/90 00:00,0,0,0,14.7,4.8
24/11/90 01:00,0,0,0,13,4.5999
24/11/90 02:00,0,0,0,12.08,5.6
24/11/90 03:00,0,0,0,11.25,4.8
24/11/90 04:00,0,0,0,10.51,5.0999
24/11/90 05:00,2.3074,2.3003,0.0071,10.41,4.5999
24/11/90 06:00,157.01,39.199,117.81,12.03,3.9001
24/11/90 07:00,379.61,48.997,330.61,14.16,4.4001
24/11/90 08:00,603.49,62.602,540.89,16.44,6.3001
24/11/90 09:00,796.8,89.703,707.09,18.62,5.9999
24/11/90 10:00,944.81,121.9,822.91,20.61,6.3001
24/11/90 11:00,1040.7,142.1,898.6,22.42,7.6
24/11/90 12:00,1075,154.7,920.3,23.85,5.9999
24/11/90 13:00,1040.8,146.7,894.11,24.84,5.6
24/11/90 14:00,945.5,128,817.51,25.36,3.4
24/11/90 15:00,796.9,97.098,699.8,25.43,4.4001
24/11/90 16:00,602.6,69.401,533.2,24.91,3.4
24/11/90 17:00,380.5,53.197,327.31,23.74,3.4
24/11/90 18:00,161.5,41.9,119.6,22.06,1.6999
24/11/90 19:00,2.5936,2.5936,0,20.14,1.2999
24/11/90 20:00,0,0,0,18.55,1.7999
24/11/90 21:00,0,0,0,16.94,1.7999
24/11/90 22:00,0,0,0,15.33,2.6999
24/11/90 23:00,0,0,0,13.73,3.0001
25/11/90 00:00,0,0,0,12.9,3.9001
25/11/90 01:00,0,0,0,11.99,3.6999
25/11/90 02:00,0,0,0,11.5,4.0999
25/11/90 03:00,0,0,0,11.08,3.9001
25/11/90 04:00,0,0,0,10.68,2.5001
25/11/90 05:00,2.3968,2.3968,0,10.66,5.3
25/11/90 06:00,167.6,40.596,127,12.59,5.3
25/11/90 07:00,400.61,54.304,346.3,15.1,3.4
25/11/90 08:00,632.79,64.204,568.59,17.75,4.0999
25/11/90 09:00,836.31,82.103,754.2,20.3,5.0999
25/11/90 10:00,987.81,101.6,886.21,22.78,5.3
25/11/90 11:00,1081.4,114.7,966.71,24.89,4.0999
25/11/90 12:00,1115.8,124.2,991.6,26.56,4.0999
25/11/90 13:00,1083.5,116.1,967.4,27.75,4.8
25/11/90 14:00,988.59,103.3,885.29,28.43,5.6
25/11/90 15:00,837.79,82.001,755.79,28.61,5.9999
25/11/90 16:00,635.91,61.801,574.1,28.13,5.9999
25/11/90 17:00,405.1,50.198,354.9,26.92,4.0999
25/11/90 18:00,175,40.102,134.9,25.12,3.6999
25/11/90 19:00,2.8082,2.8027,0.0055,23.03,4.4001
25/11/90 20:00,0,0,0,21.12,3.0001
25/11/90 21:00,0,0,0,19.3,2.5001
25/11/90 22:00,0,0,0,17.53,2.5001
25/11/90 23:00,0,0,0,15.76,2.8
26/11/90 00:00,0,0,0,14.42,2.6999
26/11/90 01:00,0,0,0,12.97,1.9
26/11/90 02:00,0,0,0,12.18,2.8
26/11/90 03:00,0,0,0,11.51,2.1001
26/11/90 04:00,0,0,0,10.87,1.1999
26/11/90 05:00,2.3968,2.3968,0,10.79,0.7001
26/11/90 06:00,148.69,43.697,104.99,12.34,0.5
26/11/90 07:00,354.21,68.498,285.71,14.38,0.6001
26/11/90 08:00,560.69,105.4,455.3,16.55,0.5
26/11/90 09:00,749.4,150.1,599.3,18.68,0.2001
26/11/90 10:00,895.4,198.4,697.01,20.64,0.4
26/11/90 11:00,987,237.3,749.7,22.44,0.5
26/11/90 12:00,1018.7,260.1,758.59,23.85,0.9
26/11/90 13:00,999,222.6,776.4,24.87,0.9
26/11/90 14:00,916.49,176.7,739.8,25.44,0.7001
26/11/90 15:00,783.29,118.5,664.79,25.59,0.5
26/11/90 16:00,599.29,77.503,521.79,25.19,0.4
26/11/90 17:00,388.41,60.003,328.4,24.13,0.5
26/11/90 18:00,172.3,41.303,131,22.55,0.2999
26/11/90 19:00,4.096,4.096,0,20.67,0.2999
26/11/90 20:00,0,0,0,19.16,0.2001
26/11/90 21:00,0,0,0,17.66,0.2001
26/11/90 22:00,0,0,0,16.16,0.2001
26/11/90 23:00,0,0,0,14.67,0.1001
27/11/90 00:00,0,0,0,13.86,0.1001
27/11/90 01:00,0,0,0,12.99,0.1001
27/11/90 02:00,0,0,0,12.53,0.2001
27/11/90 03:00,0,0,0,12.07,0.1001
27/11/90 04:00,0,0,0,11.74,0.1001
27/11/90 05:00,1.5025,1.4995,0.003,11.71,0.1001
27/11/90 06:00,187.9,60.6,127.3,13.67,0.1001
27/11/90 07:00,463.3,110.9,352.4,16.28,0.2001
27/11/90 08:00,727.7,154.5,573.2,18.98,0.2999
27/11/90 09:00,943,178.4,764.6,21.6,0.5
27/11/90 10:00,1149.8,378.8,771.01,24.21,1
27/11/90 11:00,806.79,418.8,387.99,24.91,1.1999
27/11/90 12:00,819.4,455.7,363.71,25.45,1.4
27/11/90 13:00,635.3,473.4,161.9,25.38,1.9
27/11/90 14:00,528.19,433.6,94.594,24.88,2.1001
27/11/90 15:00,356.61,337.5,19.109,23.84,1.9
27/11/90 16:00,307.01,281.2,25.807,22.8,1.6999
27/11/90 17:00,216.61,187.9,28.707,21.63,1.7999
27/11/90 18:00,95.103,85,10.103,20.28,1.1001
27/11/90 19:00,2.0927,2.0927,0,18.96,0.7001
27/11/90 20:00,0,0,0,17.61,0.4
27/11/90 21:00,0,0,0,16.25,0.2999
27/11/90 22:00,0,0,0,14.9,0.2001
27/11/90 23:00,0,0,0,13.54,0.2001
28/11/90 00:00,0,0,0,12.52,0.2999
28/11/90 01:00,0,0,0,11.54,0.4
28/11/90 02:00,0,0,0,10.87,0.7001
28/11/90 03:00,0,0,0,10.2,0.7999
28/11/90 04:00,0,0,0,9.7201,0.7999
28/11/90 05:00,2.7009,2.7007,0.0002,9.6999,1.9
28/11/90 06:00,133,60.702,72.303,11.36,1.7999
28/11/90 07:00,321.49,118.4,203.1,13.19,2.4
28/11/90 08:00,512.59,173.7,338.9,15.26,3.0001
28/11/90 09:00,674.59,246.7,427.89,17.25,3.1999
28/11/90 10:00,834.39,280.1,554.29,19.18,4.0999
28/11/90 11:00,917.8,308.4,609.4,20.85,4.5999
28/11/90 12:00,944.09,340.3,603.79,22.25,4.0999
28/11/90 13:00,938.4,349.8,588.61,23.29,4.5999
28/11/90 14:00,857.7,292.3,565.4,23.9,6.6
28/11/90 15:00,732.99,206.3,526.69,24.09,9.2999
28/11/90 16:00,555.5,140.4,415.1,23.75,11.4
28/11/90 17:00,365.69,81.2,284.49,22.8,12.5
28/11/90 18:00,161.3,48.298,113,21.33,11.4
28/11/90 19:00,4.7936,4.7936,0,19.59,8
28/11/90 20:00,0,0,0,18,4.0999
28/11/90 21:00,0,0,0,16.36,2.6999
28/11/90 22:00,0,0,0,14.71,3.1999
28/11/90 23:00,0,0,0,13.07,2.4
29/11/90 00:00,0,0,0,11.9,2.3
29/11/90 01:00,0,0,0,10.65,2.6999
29/11/90 02:00,0,0,0,9.8798,2.8
29/11/90 03:00,0,0,0,9.1102,2.3
29/11/90 04:00,0,0,0,8.5599,1.6999
29/11/90 05:00,2.5936,2.5936,0,8.5098,2.3
29/11/90 06:00,142.2,48.997,93.202,10.26,3.4
29/11/90 07:00,349.5,76.498,273.01,12.38,3.1999
29/11/90 08:00,563.39,103.6,459.79,14.64,2.4
29/11/90 09:00,751.6,148.9,602.7,16.86,3.4
29/11/90 10:00,903.7,186.4,717.3,18.9,4.5999
29/11/90 11:00,993.1,230.3,762.8,20.66,4.5999
29/11/90 12:00,1035.1,233.8,801.3,22.17,4.8
29/11/90 13:00,1011,210,801.01,23.26,5.0999
29/11/90 14:00,930.69,164,766.69,23.89,7.6
29/11/90 15:00,784.29,128.3,656,24.05,6.3001
29/11/90 16:00,607.2,78.798,528.4,23.68,5.3
29/11/90 17:00,388.8,58.7,330.1,22.62,3.1999
29/11/90 18:00,172.5,43.603,128.9,21.02,3.6999
29/11/90 19:00,5.4912,5.4912,0,19.22,2.6999
29/11/90 20:00,0,0,0,17.55,1.6999
29/11/90 21:00,0,0,0,15.88,1
29/11/90 22:00,0,0,0,14.21,0.7999
29/11/90 23:00,0,0,0,12.54,1.1001
30/11/90 00:00,0,0,0,11.44,0.9
30/11/90 01:00,0,0,0,10.2,1.1001
30/11/90 02:00,0,0,0,9.4598,2.3
30/11/90 03:00,0,0,0,8.7099,2.5001
30/11/90 04:00,0,0,0,8.1697,2.4
30/11/90 05:00,2.8082,2.8027,0.0055,8.1101,2.1001
30/11/90 06:00,156.29,40.502,115.79,10.05,2.4
30/11/90 07:00,379.2,50.198,329,12.37,3.0001
30/11/90 08:00,604.69,63.599,541.09,14.8,3.9001
30/11/90 09:00,804.4,87.301,717.1,17.17,4.5999
30/11/90 10:00,956.59,115.5,841.09,19.32,4.0999
30/11/90 11:00,1055.9,133.2,922.7,21.23,2.5001
30/11/90 12:00,1092.1,145.8,946.31,22.8,1.9
30/11/90 13:00,1058.8,139.8,919,23.91,1.6999
30/11/90 14:00,961.3,126.2,835.1,24.51,2.8
30/11/90 15:00,812,98.802,713.2,24.64,2.6999
30/11/90 16:00,618.3,71.897,546.41,24.15,1.7999
30/11/90 17:00,397.3,54.602,342.7,22.97,1.4
30/11/90 18:00,176.59,42.802,133.79,21.25,1.1001
30/11/90 19:00,4.7042,4.7026,0.0016,19.32,0.7999
30/11/90 20:00,0,0,0,18.08,0.7001
30/11/90 21:00,0,0,0,16.85,0.9
30/11/90 22:00,0,0,0,15.61,0.5
30/11/90 23:00,0,0,0,14.37,0.7999
01/12/90 00:00,0,0,0,13.78,1.2999
01/12/90 01:00,0,0,0,13.13,1.1999
01/12/90 02:00,0,0,0,12.78,0.9
01/12/90 03:00,0,0,0,12.43,0.5
